Stock Name,Stock Count,Company,Sector,Industry,Country,Market Cap,P/E,Price,Volume,EPS Time,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Date,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Divident,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
RP,173,"RealPage, Inc.",Technology,Application Software,USA,5.57B,136.39,59.74,"934,546",Today After Market EPS,3-Hold ,BUY,B (Buy),C,November6,28.94,5.66,5.99,4.90,21.30,33.96,13.00%,17.54%,6.90%,24.11%,18.20%,-,2.00%,3.80%,3.90%,0.80,0.80,0.25,0.53,57.30%,8.20%,4.50%,Nov 06/a,93.28M,80.30M,11.60%,-18.35%,91.40%,0.45%,9.56%,17.68,434.07K,-3.57%,-1.27%,-3.18%,0.95%,12.95%,23.97%,2.64%,2.31%,1.90,2.15,1.24,1.49,-2.22%,-3.87%,-1.96%,-9.38%,39.25%,42.52,-2.24%,-0.07%
RST,174,Rosetta Stone Inc.,Technology,Application Software,USA,475.11M,-,20.33,"272,376",Today After Market EPS,3-Hold ,None,D- (Sell),B,November6,-,-,2.67,-,22.84,-,-409.10%,78.70%,-4.80%,10.00%,-8.10%,-,-7.80%,141.50%,210.10%,0.50,0.50,-,-,79.80%,-8.30%,-8.00%,Nov 06/a,23.37M,23.03M,3.40%,-32.00%,94.40%,-0.35%,5.38%,7.08,174.82K,4.31%,20.51%,12.07%,-22.79%,1.70%,23.96%,3.69%,3.43%,-,1.56,0.29,0.66,10.15%,10.80%,-1.29%,-24.36%,40.89%,64.50,-1.88%,-0.19%
RUBI,175,"the Rubicon Project, Inc.",Technology,Application Software,USA,449.91M,-,8.50,"882,111",Today After Market EPS,3-Hold ,BUY,D (Sell),A,November6,-,-,3.18,4.21,5.23,-,61.30%,63.20%,-25.90%,-,8.30%,-,-11.10%,-32.80%,-54.20%,1.20,1.20,0.00,0.00,57.30%,-27.30%,-26.10%,Nov 06/a,52.93M,47.70M,9.90%,-6.25%,69.60%,0.25%,3.35%,2.30,693.09K,-4.06%,0.47%,-11.55%,25.00%,166.46%,127.88%,4.36%,4.44%,1.70,1.27,1.73,0.38,-1.67%,-5.91%,18.91%,-21.66%,183.33%,45.20,-2.63%,-1.24%
SAFT,176,"Safety Insurance Group, Inc.",Financial,Property & Casualty Insurance,USA,1.50B,14.51,98.31,"34,171",Today After Market EPS,,None,A (Buy),B,November6,18.72,0.97,1.77,1.91,39.43,24.76,35.90%,7.20%,6.40%,15.00%,2.20%,3.66%,5.40%,13.90%,10.60%,-,-,0.00,0.00,-,14.90%,12.20%,Nov 06/a,15.24M,14.68M,4.47%,0.00%,83.60%,-0.18%,1.45%,4.10,51.82K,-3.37%,-0.27%,3.48%,5.08%,14.58%,20.17%,3.60%,1.93%,-,0.66,0.54,2.21,-0.76%,-1.16%,4.68%,-5.43%,26.72%,47.16,0.56%,0.11%
SAIL,177,"SailPoint Technologies Holdings, Inc.",Technology,Business Software & Services,USA,1.75B,-,20.14,"2,132,530",Today After Market EPS,2-Buy ,BUY,D (Sell),D,November6,78.67,-,6.53,4.77,18.85,78.97,106.90%,89.63%,-,15.00%,-,-,-0.40%,-0.60%,2.60%,1.60,1.60,0.00,0.00,78.00%,0.10%,-0.90%,Nov 06/a,87.05M,85.48M,2.30%,-,95.80%,0.49%,8.27%,5.41,1.31M,2.70%,7.24%,-11.74%,4.62%,-21.42%,-14.26%,3.02%,3.20%,2.10,1.63,-,0.64,5.52%,0.20%,-13.53%,-37.55%,21.11%,57.08,0.35%,-0.10%
SALM,178,"Salem Media Group, Inc.",Services,Broadcasting - Radio,USA,38.95M,-,1.49,"86,305",Today After Market EPS,3-Hold ,STRONG BUY,D (Sell),D,November6,24.83,-,0.15,0.18,-,4.28,-296.10%,185.70%,-2.40%,7.00%,2.10%,17.45%,-0.90%,-2.30%,3.20%,0.60,0.60,1.05,1.16,20.90%,6.00%,-2.00%,Nov 06/a,26.14M,12.58M,12.30%,0.52%,26.70%,-6.07%,1.56%,2.88,68.32K,-0.67%,-1.32%,-28.71%,-27.67%,-52.40%,-28.71%,3.11%,4.16%,1.50,1.26,1.68,0.06,-2.92%,-4.02%,-30.72%,-56.81%,4.93%,45.05,-3.87%,0.00%
SAMG,127,Silvercrest Asset Management Group Inc.,Financial,Asset Management,USA,174.49M,12.81,13.10,"98,816",Tomorrow Before Market EPS,,None,B- (Buy),C,November6,8.97,0.80,1.81,1.85,4.28,21.28,76.40%,18.70%,-6.60%,16.00%,10.40%,4.58%,5.80%,15.60%,28.00%,-,-,0.27,0.27,-,20.70%,9.50%,Nov 07/b,13.32M,6.72M,0.80%,-15.80%,74.20%,0.08%,0.71%,2.80,17.08K,6.68%,3.89%,-6.09%,-11.96%,-6.70%,-0.98%,4.84%,3.61%,-,5.79,0.56,0.51,3.58%,2.86%,-4.73%,-18.36%,12.84%,56.86,-0.30%,-0.83%
SBBP,128,Strongbridge Biopharma plc,Healthcare,Biotechnology,USA,90.31M,2.37,1.80,"3,962,982",Tomorrow Before Market EPS,3-Hold ,STRONG BUY,D+ (Sell),D,November6,-,-,4.45,1.07,1.05,-,120.60%,14.90%,36.70%,-,-,-,24.60%,49.90%,23.70%,5.30,5.10,0.00,0.00,78.30%,-,-,Nov 07/b,50.17M,45.25M,0.70%,0.00%,67.90%,-0.07%,1.50%,3.16,215.24K,-16.67%,-16.28%,-28.85%,-45.29%,-69.39%,-59.82%,17.21%,9.14%,1.40,18.41,0.78,0.21,-12.37%,-23.52%,-47.95%,-70.25%,14.65%,39.29,11.80%,1.26%
SBH,129,"Sally Beauty Holdings, Inc.",Services,"Specialty Retail, Other",USA,2.00B,8.01,16.64,"1,745,050",Tomorrow Before Market EPS,4-Sell ,HOLD,C (Hold),C,November6,7.62,6.67,0.52,-,34.49,9.81,20.40%,-1.18%,4.80%,1.20%,1.70%,-,12.30%,-147.60%,21.90%,2.60,0.40,-,-,49.30%,11.50%,6.70%,Nov 07/b,120.00M,119.53M,0.60%,12.32%,-,-0.36%,22.84%,16.49,1.66M,-0.83%,12.58%,20.67%,0.54%,-9.71%,-2.40%,4.01%,3.25%,3.30,1.05,0.46,0.55,4.47%,12.21%,6.72%,-29.52%,45.20%,61.46,-0.06%,0.00%
SBOW,179,"SilverBow Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,115.85M,0.86,10.57,"57,248",Today After Market EPS,3-Hold ,BUY,C- (Hold),D,November6,2.23,0.17,0.39,0.35,35.11,0.46,-34.20%,-45.59%,158.10%,5.00%,-15.10%,-,18.10%,50.60%,17.00%,0.80,-,1.30,1.30,85.90%,43.10%,48.20%,Nov 06/a,10.96M,10.62M,4.00%,-,90.00%,-0.07%,1.68%,4.55,39.12K,30.01%,13.17%,13.41%,-38.65%,-59.75%,-55.29%,9.43%,7.52%,2.30,1.46,0.43,0.67,23.27%,13.86%,-30.13%,-64.18%,48.87%,63.31,-0.28%,-0.75%
SCM,130,Stellus Capital Investment Corporation,Financial,Asset Management,USA,262.04M,8.50,13.86,"76,551",Tomorrow Before Market EPS,3-Hold ,BUY,B (Buy),B,November6,10.42,-,4.54,0.97,-,-,-16.90%,12.70%,-1.24%,-,-,9.81%,-,-,-,-,-,-,-,-,-,-,Nov 07/b,18.91M,-,5.93%,0.00%,20.06%,-,-,1.11,99.32K,0.87%,5.40%,-2.94%,-3.08%,11.50%,7.03%,0.93%,1.16%,2.00,0.77,-,0.17,1.48%,2.46%,-0.90%,-9.41%,18.97%,59.28,0.07%,-0.07%
SEAS,131,"SeaWorld Entertainment, Inc.",Services,Sporting Activities,USA,2.00B,22.16,25.80,"1,998,335",Tomorrow Before Market EPS,3-Hold ,BUY,B- (Buy),B,November6,14.03,0.59,1.44,16.02,45.92,14.37,121.70%,14.08%,-2.70%,37.40%,-1.20%,-,4.50%,40.40%,7.00%,0.30,0.30,11.35,12.57,43.80%,15.80%,7.20%,Nov 07/b,77.60M,50.74M,0.90%,-,86.89%,-0.15%,15.25%,5.66,1.37M,-2.20%,-0.81%,-19.85%,-8.09%,2.54%,16.79%,3.18%,2.81%,2.30,1.46,1.19,0.79,-4.07%,-6.36%,-7.53%,-25.69%,20.77%,37.35,-1.30%,0.04%
SEB,180,Seaboard Corporation,Conglomerates,Conglomerates,USA,5.12B,69.87,4380.00,652,Today After Market EPS,,None,C (Hold),B,November6,-,-,0.77,1.50,3.31,-,-101.90%,-,-15.30%,-,-0.30%,0.21%,1.00%,1.70%,5.10%,3.40,2.40,0.22,0.28,6.30%,1.50%,0.90%,Nov 06/a,1.17M,0.25M,78.33%,0.00%,19.00%,-,1.23%,6.93,0.44K,1.43%,8.21%,15.14%,4.19%,23.54%,23.80%,3.06%,2.51%,-,1.47,0.56,108.20,3.61%,3.65%,6.19%,-7.67%,27.52%,59.83,2.80%,0.23%
SEDG,181,"SolarEdge Technologies, Inc.",Technology,Semiconductor - Specialized,Israel,3.91B,39.70,79.91,"2,397,782",Today After Market EPS,3-Hold ,BUY,B (Buy),A,November6,17.77,1.98,3.57,5.65,13.40,26.29,16.60%,18.72%,46.30%,20.00%,47.70%,-,10.40%,18.30%,22.20%,2.50,2.00,0.01,0.04,32.30%,12.00%,10.00%,Nov 06/a,48.99M,45.60M,3.30%,-15.84%,90.00%,0.42%,8.97%,2.90,1.41M,-5.79%,-8.38%,-1.13%,55.20%,104.40%,127.66%,6.08%,4.80%,2.10,1.70,0.05,4.35,-8.31%,-5.08%,31.82%,-17.35%,146.45%,42.31,-4.62%,0.61%
SENEB,182,Seneca Foods Corporation,Consumer Goods,Processed & Packaged Goods,USA,60.67M,21.36,34.60,63,Today After Market EPS,,None,D+ (Sell),C,November6,-,-,0.05,0.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Nov 06/a,1.75M,-,73.34%,-,14.83%,-,-,0.67,0.51K,4.06%,37.85%,0.58%,16.11%,8.12%,17.41%,0.28%,0.53%,-,0.12,-,0.84,9.05%,18.36%,3.55%,-2.27%,43.69%,67.06,0.00%,-0.77%
SFE,132,"Safeguard Scientifics, Inc.",Financial,Asset Management,USA,239.12M,3.29,11.67,"105,397",Tomorrow Before Market EPS,2-Buy ,BUY,None,B,November6,-,-,-,1.92,2.44,-,82.50%,-700.00%,14.50%,-,-,-,43.30%,80.30%,-,2.00,2.00,0.00,0.38,-,-,-,Nov 07/b,20.49M,19.16M,1.00%,0.00%,67.60%,-1.72%,2.14%,5.43,75.61K,2.64%,9.58%,0.52%,-0.09%,38.11%,35.38%,1.79%,1.78%,2.00,1.39,0.83,0.21,4.49%,0.51%,2.63%,-9.60%,46.24%,61.65,-0.26%,0.17%
SFST,133,"Southern First Bancshares, Inc.",Financial,Money Center Banks,USA,307.23M,12.20,41.63,"5,549",Tomorrow Before Market EPS,,BUY,B (Buy),B,November6,11.56,1.53,3.42,1.64,2.54,8.42,37.50%,2.13%,24.10%,8.00%,16.20%,-,1.20%,13.00%,27.70%,-,-,0.07,0.07,-,67.10%,25.70%,Nov 07/b,7.38M,6.88M,5.00%,-13.82%,74.90%,0.09%,0.94%,4.19,15.49K,2.06%,9.73%,9.52%,11.97%,13.13%,29.81%,1.62%,1.94%,2.00,0.36,0.98,0.83,3.67%,4.75%,10.80%,-0.86%,52.32%,60.84,-0.69%,0.17%
SGA,134,"Saga Communications, Inc.",Services,Broadcasting - Radio,USA,180.83M,12.78,30.29,"6,191",Tomorrow Before Market EPS,,None,C (Hold),D,November6,-,-,1.45,0.94,4.70,14.82,36.10%,-,-2.40%,-,-0.70%,3.96%,5.60%,7.40%,6.80%,3.50,3.50,0.05,0.05,25.20%,15.90%,11.10%,Nov 07/b,5.97M,4.92M,2.05%,7.06%,86.10%,-3.51%,1.10%,6.43,8.41K,2.06%,-0.23%,4.45%,-0.95%,-16.55%,-8.85%,2.47%,2.27%,-,0.74,0.96,0.69,-0.27%,0.60%,-2.37%,-19.51%,8.18%,50.95,-1.50%,0.89%
SGMO,183,"Sangamo Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.05B,-,9.46,"1,521,239",Today After Market EPS,3-Hold ,BUY,D+ (Sell),D,November6,-,-,13.79,2.43,2.38,-,-0.90%,1.50%,-8.20%,-,28.50%,-,-17.20%,-27.40%,-19.60%,5.60,5.60,0.09,0.09,-,-,-,Nov 06/a,110.78M,110.78M,0.10%,-4.32%,71.00%,0.81%,15.03%,14.11,1.18M,2.27%,14.25%,-20.97%,-1.87%,-31.80%,-17.60%,4.44%,4.30%,2.10,1.29,2.77,0.38,8.40%,-1.38%,-8.84%,-34.89%,51.12%,55.95,0.11%,-0.11%
SJI,184,"South Jersey Industries, Inc.",Utilities,Gas Utilities,USA,2.88B,39.97,31.14,"373,890",Today After Market EPS,3-Hold ,BUY,C+ (Hold),C,November6,19.97,8.69,1.60,1.95,235.90,-,199.70%,41.73%,-30.30%,4.60%,17.50%,3.69%,1.20%,5.30%,2.30%,0.30,0.20,1.22,2.00,33.70%,10.80%,4.00%,Nov 06/a,92.42M,91.79M,0.10%,0.00%,83.00%,-0.19%,6.44%,12.68,466.38K,-2.54%,-3.62%,-2.32%,-2.54%,0.48%,12.01%,1.93%,1.57%,2.00,0.80,0.68,0.54,-2.74%,-3.57%,-2.73%,-9.69%,19.49%,35.71,-0.61%,0.48%
SLF,185,Sun Life Financial Inc.,Financial,Property & Casualty Insurance,Canada,27.29B,15.40,46.02,"960,414",Today After Market EPS,3-Hold ,STRONG BUY,A- (Buy),B,November6,11.11,2.13,1.01,1.68,5.67,15.82,19.00%,8.55%,8.30%,7.22%,14.20%,3.46%,0.90%,11.10%,10.20%,-,-,0.19,0.19,-,10.40%,6.60%,Nov 06/a,593.00M,587.26M,0.04%,0.00%,54.40%,3.50%,0.43%,4.78,523.91K,1.99%,7.95%,15.28%,14.91%,23.38%,38.66%,1.02%,1.07%,1.50,1.83,0.92,0.56,3.09%,5.18%,13.53%,0.41%,46.14%,71.88,0.99%,-0.11%
SNH,135,Senior Housing Properties Trust,Financial,REIT - Healthcare Facilities,USA,2.17B,-,9.12,"3,838,197",Tomorrow Before Market EPS,3-Hold ,HOLD,C- (Hold),F,November6,60.80,-,1.98,0.75,45.14,-,94.30%,500.00%,4.20%,3.20%,8.00%,6.58%,-1.10%,-2.60%,3.40%,-,-,1.30,1.30,56.90%,18.20%,-7.30%,Nov 07/b,237.58M,234.54M,0.20%,0.00%,76.10%,-0.52%,2.11%,3.48,1.42M,-7.97%,-1.72%,3.40%,10.14%,-44.08%,-22.18%,3.48%,2.91%,3.00,2.70,0.55,0.29,-5.40%,-0.66%,-5.47%,-44.63%,21.76%,39.66,-7.03%,-0.25%
SOHO,136,Sotherly Hotels Inc.,Financial,REIT - Hotel/Motel,USA,93.33M,-,6.45,"70,619",Tomorrow Before Market EPS,3-Hold ,None,D+ (Sell),D,November6,-,-,0.51,0.84,2.88,-,-790.30%,62.50%,-4.30%,0.00%,14.80%,8.06%,-1.90%,-10.40%,4.20%,-,-,3.46,3.46,63.40%,10.20%,-5.00%,Nov 07/b,14.47M,12.37M,4.30%,-7.71%,39.50%,-0.12%,0.84%,3.65,28.60K,0.78%,1.10%,-7.19%,-9.28%,-9.66%,14.97%,3.46%,2.20%,-,2.47,0.74,0.15,-1.41%,-2.79%,-5.94%,-16.12%,18.78%,43.31,0.16%,0.31%
SPTN,186,SpartanNash Company,Services,Food Wholesale,USA,492.90M,132.98,13.83,"283,138",Today After Market EPS,3-Hold ,HOLD,D+ (Sell),D,November6,10.04,-,0.06,0.71,24.77,6.53,143.70%,7.75%,78.70%,-8.35%,25.40%,5.50%,0.20%,0.60%,4.50%,1.80,0.70,1.00,1.02,14.00%,0.50%,0.00%,Nov 06/a,35.64M,35.28M,1.00%,0.00%,86.70%,-0.24%,3.04%,2.66,403.19K,2.90%,17.70%,35.59%,-12.91%,-25.76%,-19.50%,3.33%,3.92%,2.80,0.70,1.38,0.52,5.68%,13.50%,-2.61%,-39.87%,56.80%,63.41,-0.22%,-0.93%
SQ,187,"Square, Inc.",Technology,Internet Software & Services,USA,25.71B,-,61.34,"9,953,985",Today After Market EPS,2-Buy ,HOLD,C (Hold),D,November6,56.12,-,6.51,21.91,21.61,79.92,43.00%,41.95%,21.50%,44.06%,43.00%,-,-1.30%,-4.70%,-1.90%,1.50,1.50,0.78,0.00,40.40%,-0.90%,-1.40%,Nov 06/a,419.15M,338.15M,0.50%,-7.47%,75.60%,2.15%,10.40%,4.46,7.88M,-1.32%,0.89%,-7.44%,-7.61%,-18.22%,9.36%,2.81%,2.95%,2.60,1.26,3.37,1.88,-0.79%,0.53%,-11.61%,-26.27%,23.12%,48.96,0.10%,0.36%
SRLP,137,Sprague Resources LP,Basic Materials,Oil & Gas Refining & Marketing,USA,373.75M,9.75,16.73,"59,535",Tomorrow Before Market EPS,3-Hold ,HOLD,C+ (Hold),D,November6,10.17,-,0.10,3.08,61.27,42.47,178.80%,12.67%,32.70%,-,-4.20%,15.96%,3.60%,29.20%,14.80%,2.00,1.40,4.44,4.62,7.90%,2.50%,1.10%,Nov 07/b,22.34M,9.14M,0.70%,0.00%,23.50%,-0.57%,0.24%,0.68,31.78K,-5.96%,-1.59%,-3.52%,-7.26%,-30.29%,15.46%,2.46%,1.89%,3.50,1.87,1.56,0.41,-4.54%,-2.90%,-5.03%,-30.98%,21.58%,37.61,-2.68%,0.00%
SRT,188,"StarTek, Inc.",Services,Business Services,USA,246.97M,-,6.46,"13,474",Today After Market EPS,3-Hold ,BUY,None,B,November6,34.92,-,0.39,1.05,15.93,-,-896.80%,212.50%,-13.80%,5.00%,12.70%,-,-4.20%,-11.50%,-2.40%,1.20,1.20,0.64,0.82,16.20%,-0.60%,-4.40%,Nov 06/a,38.23M,11.96M,74.16%,1.97%,13.60%,0.76%,3.84%,9.56,48.02K,-0.31%,-1.82%,-9.52%,-10.90%,5.56%,-2.86%,1.72%,1.84%,2.50,0.28,0.17,0.13,-2.11%,-1.38%,-10.36%,-27.62%,19.19%,42.83,-0.77%,0.15%
SRTS,189,"Sensus Healthcare, Inc.",Healthcare,Medical Instruments & Supplies,USA,95.20M,-,5.68,"23,599",Today After Market EPS,,BUY,C- (Hold),C,November6,33.02,-,3.49,3.40,5.67,-,48.90%,312.50%,-34.40%,-,20.30%,-,-7.00%,-8.80%,-7.60%,5.50,5.10,0.00,0.00,63.30%,-9.40%,-8.70%,Nov 06/a,16.76M,11.42M,1.20%,0.00%,11.30%,1.66%,0.38%,3.23,13.48K,1.97%,2.90%,5.77%,-11.00%,-7.04%,-23.35%,2.84%,2.78%,2.20,1.75,-,0.18,0.61%,-4.95%,-9.05%,-38.46%,19.58%,45.78,-0.87%,1.06%
SSSS,190,Sutter Rock Capital Corp.,Financial,Asset Management,USA,128.34M,750.00,6.75,"135,409",Today After Market EPS,3-Hold ,None,C (Hold),C,November6,7.11,-,86.04,0.63,-,-,672.20%,-7.80%,-6.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,Nov 06/a,19.01M,-,-,-,-,-,-,6.43,110.02K,0.00%,12.31%,5.80%,-5.33%,-3.57%,29.31%,1.53%,1.69%,-,1.23,-,0.14,5.97%,6.67%,4.57%,-19.55%,35.27%,69.92,1.66%,-0.45%
SSW,138,Seaspan Corporation,Services,Shipping,Hong Kong,2.37B,5.72,11.32,"601,277",Tomorrow Before Market EPS,2-Buy ,HOLD,C (Hold),B,November6,14.33,-,2.06,0.76,3.72,3.51,39.40%,3.00%,-14.80%,-11.55%,10.10%,4.42%,4.90%,14.10%,7.20%,0.90,0.90,0.99,1.14,-,62.80%,34.50%,Nov 07/b,209.25M,152.79M,29.23%,0.00%,47.60%,0.16%,4.15%,13.28,477.70K,1.62%,10.55%,11.09%,15.16%,16.22%,44.57%,2.82%,2.57%,2.60,1.26,0.75,0.30,1.04%,3.09%,15.10%,-3.66%,54.01%,53.39,-0.70%,-0.09%
STAY,191,"Extended Stay America, Inc.",Services,Lodging,USA,2.77B,25.69,14.72,"1,740,512",Today After Market EPS,4-Sell ,BUY,B- (Buy),],November6,14.05,-,2.23,3.34,9.68,8.62,38.80%,2.14%,4.00%,-6.70%,2.40%,6.25%,2.70%,13.30%,10.40%,-,-,2.89,2.89,98.50%,28.90%,8.70%,Nov 06/a,188.45M,186.89M,0.60%,2.09%,99.00%,-2.43%,1.75%,1.65,1.98M,3.44%,2.79%,-2.00%,-18.63%,-18.94%,-5.03%,1.58%,1.72%,2.20,0.88,1.13,0.25,2.17%,1.90%,-10.76%,-25.39%,14.29%,56.97,0.55%,-0.14%
STN,192,Stantec Inc.,Services,Business Services,Canada,2.42B,18.69,21.63,"103,243",Today After Market EPS,2-Buy ,HOLD,B- (Buy),D,November6,9.45,1.25,0.90,1.72,29.79,-,40.20%,18.65%,-2.00%,15.00%,12.90%,2.03%,-,-,5.70%,1.80,1.80,0.84,0.91,54.00%,-,-,Nov 06/a,111.68M,110.77M,3.30%,0.00%,79.70%,1.03%,1.79%,79.78,24.88K,1.74%,2.90%,-1.37%,-5.87%,-18.16%,-1.05%,1.39%,1.48%,2.80,4.15,1.18,0.33,0.16%,-1.04%,-7.20%,-19.11%,6.97%,48.54,0.16%,0.07%
STNG,139,Scorpio Tankers Inc.,Services,Shipping,Monaco,1.77B,-,32.23,"753,300",Tomorrow Before Market EPS,3-Hold ,BUY,D+ (Sell),B,November6,7.56,-,2.80,0.85,3.79,16.48,25.70%,2128.60%,-46.50%,-,23.00%,1.24%,-2.20%,-5.90%,0.20%,1.20,1.10,1.31,1.55,51.40%,12.90%,-16.50%,Nov 07/b,54.98M,41.17M,3.20%,0.00%,52.90%,0.85%,5.14%,2.75,769.65K,-2.27%,-4.76%,30.86%,20.94%,59.55%,83.12%,5.34%,4.55%,1.70,0.98,1.03,1.53,-5.33%,3.38%,26.22%,-12.54%,114.87%,45.66,-1.38%,-0.06%
STRA,140,"Strategic Education, Inc.",Services,Education & Training Services,USA,2.67B,-,122.09,"145,576",Tomorrow Before Market EPS,4-Sell ,STRONG BUY,B- (Buy),C,November6,16.70,-,2.98,1.85,6.44,70.64,-136.10%,11.65%,-21.70%,15.00%,4.70%,1.64%,0.30%,0.40%,-1.40%,3.20,3.20,0.00,0.00,46.80%,1.70%,0.60%,Nov 07/b,21.87M,21.25M,1.10%,-12.95%,-,-3.27%,2.43%,3.20,161.21K,-3.95%,-7.88%,-30.52%,-28.92%,-7.23%,7.64%,2.70%,2.63%,1.30,0.90,0.46,3.64,-5.95%,-14.74%,-20.03%,-35.67%,19.44%,28.25,-1.11%,0.06%
SUN,193,Sunoco LP,Basic Materials,Oil & Gas Refining & Marketing,USA,2.69B,21.58,32.80,"210,161",Today After Market EPS,2-Buy ,HOLD,B (Buy),B,November6,11.71,-,0.16,3.49,74.81,-,-82.00%,0.14%,-16.40%,-,30.50%,10.06%,2.40%,15.30%,5.40%,1.20,0.80,3.84,3.85,6.90%,2.20%,0.80%,Nov 06/a,82.11M,54.18M,26.77%,0.00%,54.70%,0.00%,2.60%,6.03,233.53K,-1.74%,4.03%,5.53%,8.86%,23.26%,20.63%,2.32%,1.53%,2.70,0.90,0.83,0.54,1.15%,3.29%,5.32%,-3.78%,37.82%,54.93,1.55%,0.09%
SWX,194,"Southwest Gas Holdings, Inc.",Utilities,Gas Utilities,USA,4.57B,22.35,84.72,"283,761",Today After Market EPS,3-Hold ,HOLD,B (Buy),B,November6,20.02,2.73,1.52,1.89,117.00,-,-10.20%,7.49%,1.80%,8.20%,8.10%,2.57%,2.70%,8.90%,6.20%,1.00,1.00,0.98,1.00,86.40%,12.30%,6.60%,Nov 06/a,54.00M,53.91M,0.20%,-5.41%,86.90%,0.22%,1.17%,2.68,236.01K,-2.90%,-6.02%,-6.33%,6.45%,6.09%,10.75%,2.21%,1.71%,2.60,1.20,0.23,1.50,-4.06%,-5.54%,-1.58%,-8.84%,16.57%,35.00,-0.28%,0.02%
SYNC,195,"Synacor, Inc.",Technology,Internet Information Providers,USA,53.04M,-,1.50,"57,465",Today After Market EPS,,None,D (Sell),C,November6,-,-,0.38,1.24,3.96,37.89,29.50%,10.00%,-31.20%,25.00%,5.20%,-,-8.10%,-14.70%,-12.80%,1.10,1.10,0.01,0.08,47.60%,-4.40%,-5.30%,Nov 06/a,35.36M,33.26M,3.20%,2.64%,47.20%,0.88%,0.15%,0.59,83.25K,-3.23%,3.45%,7.91%,-1.96%,-14.77%,1.35%,3.19%,3.74%,2.50,0.69,0.13,0.06,0.12%,2.17%,-4.84%,-22.68%,17.19%,51.52,-0.66%,0.67%
SYRS,141,"Syros Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,210.12M,-,5.11,"487,134",Tomorrow Before Market EPS,2-Buy ,BUY,D (Sell),C,November6,-,-,95.51,1.90,1.73,-,10.30%,-1.60%,-36.20%,-,-,-,-59.60%,-79.80%,-81.80%,8.10,8.10,0.01,0.01,-,-,-,Nov 07/b,41.12M,38.35M,0.90%,-,93.80%,4.48%,6.21%,10.65,223.64K,-3.95%,-38.36%,-43.41%,-25.83%,-35.72%,-8.26%,5.30%,8.08%,1.90,2.18,1.46,0.55,-23.56%,-42.53%,-34.68%,-57.17%,0.00%,24.98,-3.40%,0.38%
TAC,142,TransAlta Corporation,Utilities,Diversified Utilities,Canada,1.66B,-,5.80,"200,149",Tomorrow Before Market EPS,4-Sell ,HOLD,D+ (Sell),B,November6,-,-,0.92,1.13,10.47,8.82,-31.00%,160.00%,-26.30%,13.90%,-0.40%,2.07%,-2.90%,-13.40%,2.70%,1.70,1.40,1.70,1.76,94.60%,1.40%,-11.60%,Nov 07/b,285.37M,281.81M,0.30%,0.00%,61.70%,1.24%,0.27%,5.88,131.23K,0.00%,-7.94%,-4.13%,-13.43%,9.85%,40.78%,2.90%,2.24%,3.00,1.53,1.18,0.14,-3.77%,-8.17%,-8.83%,-23.78%,45.36%,35.51,-3.17%,0.34%
TACT,196,TransAct Technologies Incorporated,Technology,Computer Peripherals,USA,87.51M,20.40,11.81,"21,809",Today After Market EPS,,None,B- (Buy),C,November6,-,1.02,1.73,3.21,20.35,109.39,17.30%,-,4.30%,20.00%,-1.90%,3.05%,12.20%,16.30%,20.70%,3.50,1.60,0.00,0.00,50.90%,10.80%,8.80%,Nov 06/a,7.41M,7.19M,3.30%,-1.21%,49.20%,0.03%,0.43%,3.33,9.38K,-3.36%,-3.51%,-1.58%,24.32%,-19.88%,31.51%,1.75%,1.95%,-,2.33,1.13,0.30,-2.52%,-2.11%,10.30%,-22.81%,40.60%,45.04,-1.58%,-5.14%
TALO,197,Talos Energy Inc.,Basic Materials,Independent Oil & Gas,USA,1.21B,1.70,23.77,"477,830",Today After Market EPS,4-Sell ,BUY,C- (Hold),C,November6,7.72,-,1.20,1.29,10.74,127.38,514.30%,222.30%,-,-,-,-,12.30%,33.80%,14.20%,0.70,-,0.77,0.79,83.30%,27.70%,30.20%,Nov 06/a,50.91M,38.98M,0.50%,-,99.58%,0.43%,4.74%,5.21,354.56K,5.88%,28.35%,18.79%,-16.63%,-6.34%,45.65%,4.63%,4.57%,1.70,1.35,-,1.05,18.56%,15.08%,3.29%,-23.15%,62.81%,64.40,-0.42%,-0.83%
